,age,gender,split,final
14522,25,W,01:57:13,04:26:38
14523,50,M,01:56:13,04:26:38
14524,29,W,01:58:01,04:26:38
14525,27,M,01:58:05,04:26:39
14526,49,M,01:57:55,04:26:39
14527,43,M,01:48:01,04:26:39
14528,27,M,01:57:47,04:26:39
14529,46,M,01:54:45,04:26:39
14530,46,M,01:58:10,04:26:39
14531,20,M,01:49:14,04:26:39
14532,40,M,01:45:51,04:26:39
14533,53,W,02:00:57,04:26:40
14534,40,M,02:02:37,04:26:40
14535,26,W,01:59:37,04:26:41
14536,72,M,01:58:27,04:26:41
14537,37,M,01:59:29,04:26:41
14538,48,M,01:58:15,04:26:41
14539,30,W,02:03:05,04:26:41
14540,53,M,01:57:22,04:26:42
14541,28,M,02:00:16,04:26:42
14542,49,M,02:08:30,04:26:42
14543,38,W,01:53:35,04:26:42
14544,30,M,01:58:23,04:26:43
14545,27,M,01:51:06,04:26:43
14546,36,M,01:56:15,04:26:43
14547,45,M,01:51:40,04:26:43
14548,57,W,02:04:38,04:26:43
14549,41,M,01:47:22,04:26:43
14550,38,W,02:01:58,04:26:43
14551,55,W,02:00:05,04:26:43
14552,44,M,01:56:14,04:26:43
14553,48,M,02:02:56,04:26:44
14554,27,M,01:51:47,04:26:44
14555,27,M,01:58:33,04:26:45
14556,41,M,01:51:05,04:26:45
14557,45,M,01:48:07,04:26:45
14558,52,M,01:59:43,04:26:45
14559,42,M,01:56:01,04:26:45
14560,47,M,01:55:38,04:26:46
14561,46,W,01:56:40,04:26:46
14562,61,M,01:55:10,04:26:46
14563,57,M,01:46:29,04:26:47
14564,48,M,02:02:57,04:26:47
14565,51,W,01:59:19,04:26:47
14566,38,M,01:54:34,04:26:47
14567,33,W,01:58:31,04:26:47
14568,51,W,01:56:55,04:26:47
14569,50,M,01:49:04,04:26:47
14570,39,M,01:56:04,04:26:48
14571,31,M,01:55:50,04:26:48
14572,40,W,01:56:36,04:26:49
14573,17,M,01:53:21,04:26:49
14574,43,M,01:56:28,04:26:49
14575,35,M,01:53:16,04:26:49
14576,47,W,01:53:34,04:26:49
14577,62,M,02:00:28,04:26:50
14578,28,W,02:01:46,04:26:50
14579,49,M,02:03:42,04:26:51
14580,34,M,01:55:06,04:26:51
14581,55,W,02:00:43,04:26:51
14582,35,M,01:51:19,04:26:51
14583,29,W,01:57:29,04:26:52
14584,48,M,01:55:33,04:26:52
14585,45,M,02:01:31,04:26:52
14586,39,W,01:59:33,04:26:52
14587,26,W,01:52:15,04:26:52
14588,33,W,02:00:47,04:26:52
14589,47,W,02:01:05,04:26:52
14590,31,W,01:55:41,04:26:52
14591,35,W,02:02:15,04:26:52
14592,28,M,01:47:09,04:26:52
14593,37,W,02:03:03,04:26:53
14594,51,M,01:57:44,04:26:53
14595,37,M,01:53:48,04:26:53
14596,46,M,01:54:10,04:26:53
14597,38,M,01:50:26,04:26:53
14598,29,W,01:56:29,04:26:54
14599,41,M,02:03:03,04:26:54
14600,40,W,01:55:32,04:26:54
14601,47,W,02:01:37,04:26:54
14602,34,W,01:59:06,04:26:54
14603,41,W,01:58:15,04:26:54
14604,35,M,01:54:27,04:26:55
14605,28,M,01:58:14,04:26:56
14606,39,W,01:53:47,04:26:56
14607,68,M,02:03:55,04:26:56
14608,50,M,01:48:18,04:26:57
14609,30,W,01:56:54,04:26:57
14610,49,M,01:56:04,04:26:57
14611,49,M,01:53:09,04:26:57
14612,33,M,01:42:19,04:26:57
14613,49,M,02:01:44,04:26:57
14614,32,W,01:54:46,04:26:58
14615,43,M,01:54:11,04:26:58
14616,30,W,01:56:40,04:26:59
14617,29,W,02:02:33,04:26:59
14618,41,M,01:52:43,04:26:59
14619,38,M,01:51:43,04:27:00
14620,42,W,01:57:26,04:27:00
14621,47,M,01:51:19,04:27:00
14622,47,M,01:54:58,04:27:01
14623,19,W,01:57:46,04:27:01
14624,36,W,02:01:28,04:27:02
14625,44,M,02:03:18,04:27:02
14626,49,M,01:58:21,04:27:02
14627,28,M,01:50:19,04:27:02
14628,37,M,01:59:37,04:27:02
14629,44,M,01:53:02,04:27:03
14630,30,W,01:59:11,04:27:03
14631,48,W,01:59:54,04:27:03
14632,47,M,01:48:04,04:27:03
14633,46,M,01:56:25,04:27:03
14634,28,W,01:54:40,04:27:03
14635,29,W,01:59:08,04:27:03
14636,39,M,01:56:01,04:27:03
14637,42,M,01:58:58,04:27:03
14638,57,M,01:57:34,04:27:04
14639,30,M,02:01:14,04:27:04
14640,36,M,02:01:03,04:27:05
14641,46,M,01:57:36,04:27:05
14642,38,M,01:56:20,04:27:05
14643,36,M,01:54:40,04:27:06
14644,36,M,01:40:50,04:27:06
14645,38,M,02:00:13,04:27:06
14646,47,M,01:54:37,04:27:07
14647,40,W,01:58:55,04:27:07
14648,42,M,01:53:08,04:27:07
14649,49,M,01:58:07,04:27:07
14650,42,M,02:03:04,04:27:07
14651,47,M,01:53:28,04:27:07
14652,28,M,01:53:12,04:27:07
14653,27,W,02:01:06,04:27:07
14654,32,W,01:59:44,04:27:08
14655,37,W,01:50:47,04:27:08
14656,47,M,01:51:29,04:27:08
14657,54,M,01:59:34,04:27:08
14658,46,W,02:00:34,04:27:08
14659,38,W,01:54:16,04:27:09
14660,45,M,01:48:16,04:27:09
14661,42,M,01:58:17,04:27:10
14662,36,W,02:03:25,04:27:10
14663,47,M,02:00:01,04:27:11
14664,33,M,01:58:15,04:27:12
14665,48,M,01:58:47,04:27:12
14666,36,W,02:02:43,04:27:12
14667,35,M,02:01:53,04:27:12
14668,51,M,01:57:00,04:27:13
14669,33,W,01:56:07,04:27:13
14670,50,M,01:57:06,04:27:13
14671,30,M,01:53:10,04:27:13
14672,26,M,02:03:47,04:27:14
14673,27,W,01:54:31,04:27:14
14674,36,W,01:56:55,04:27:14
14675,46,W,02:01:21,04:27:14
14676,37,M,02:00:05,04:27:16
14677,53,M,01:45:43,04:27:16
14678,28,W,01:59:11,04:27:16
14679,47,M,01:58:52,04:27:16
14680,37,M,01:57:55,04:27:17
14681,45,M,01:51:21,04:27:17
14682,53,M,01:59:58,04:27:18
14683,61,W,01:58:39,04:27:18
14684,60,M,01:57:04,04:27:18
14685,58,M,01:58:57,04:27:18
14686,38,M,01:54:57,04:27:18
14687,35,M,02:02:02,04:27:19
14688,39,M,01:53:48,04:27:19
14689,29,W,01:52:14,04:27:19
14690,50,M,01:55:44,04:27:19
14691,37,M,02:05:13,04:27:19
14692,45,M,01:54:33,04:27:19
14693,45,W,02:01:12,04:27:19
14694,40,M,01:51:34,04:27:20
14695,41,M,01:50:41,04:27:21
14696,46,W,01:50:47,04:27:21
14697,58,M,02:04:05,04:27:21
14698,59,M,01:55:42,04:27:22
14699,26,M,01:52:47,04:27:22
14700,25,W,01:58:00,04:27:22
14701,29,M,02:04:54,04:27:22
14702,42,W,02:02:59,04:27:22
14703,40,M,02:02:41,04:27:22
14704,50,W,02:00:44,04:27:22
14705,46,M,02:00:18,04:27:23
14706,46,M,01:51:56,04:27:23
14707,32,M,01:48:18,04:27:23
14708,44,W,01:55:07,04:27:23
14709,29,M,01:52:14,04:27:23
14710,30,M,01:54:39,04:27:23
14711,43,M,01:59:59,04:27:23
14712,44,M,02:05:38,04:27:23
14713,42,W,01:57:35,04:27:24
14714,40,M,01:51:15,04:27:24
14715,43,M,01:51:24,04:27:24
14716,25,M,01:49:03,04:27:24
14717,49,M,01:57:04,04:27:24
14718,57,W,02:04:10,04:27:25
14719,54,M,01:56:53,04:27:25
14720,45,M,02:04:10,04:27:26
14721,26,W,01:53:53,04:27:26
14722,50,M,01:55:40,04:27:26
14723,43,M,02:00:54,04:27:26
14724,26,W,01:59:34,04:27:26
14725,32,M,02:02:37,04:27:26
14726,51,M,01:57:47,04:27:26
14727,39,M,01:50:25,04:27:27
14728,33,W,01:56:48,04:27:27
14729,42,M,01:59:27,04:27:28
14730,58,M,01:45:44,04:27:28
14731,30,M,01:55:42,04:27:28
14732,30,W,01:58:59,04:27:29
14733,46,M,01:57:16,04:27:29
14734,36,M,01:54:43,04:27:29
14735,35,M,01:52:58,04:27:30
14736,40,M,01:58:03,04:27:30
14737,40,M,01:54:09,04:27:30
14738,45,M,01:49:52,04:27:30
14739,35,M,01:58:22,04:27:30
14740,33,M,01:55:00,04:27:31
14741,27,W,01:58:08,04:27:31
14742,42,M,01:56:50,04:27:31
14743,58,M,02:00:31,04:27:32
14744,62,M,01:57:03,04:27:32
14745,28,M,02:02:40,04:27:32
14746,31,M,01:49:46,04:27:32
14747,31,W,01:52:03,04:27:33
14748,26,M,01:57:40,04:27:34
14749,45,M,01:51:29,04:27:34
14750,38,W,02:00:05,04:27:34
14751,41,M,01:57:36,04:27:34
14752,40,M,01:54:26,04:27:34
14753,36,M,02:04:06,04:27:35
14754,29,M,01:55:18,04:27:35
14755,50,M,02:03:46,04:27:35
14756,43,M,01:56:18,04:27:36
14757,58,M,01:57:38,04:27:36
14758,46,M,02:00:48,04:27:36
14759,43,W,01:58:48,04:27:36
14760,42,W,01:53:57,04:27:36
14761,50,M,01:55:39,04:27:37
14762,42,W,01:59:31,04:27:37
14763,47,M,01:50:49,04:27:37
14764,27,M,01:54:26,04:27:37
14765,41,M,01:59:17,04:27:37
14766,45,W,01:57:07,04:27:37
14767,45,M,01:50:28,04:27:37
14768,30,W,01:55:04,04:27:37
14769,42,M,01:54:52,04:27:38
14770,67,M,01:57:41,04:27:38
14771,52,M,01:59:44,04:27:38
14772,45,M,01:34:07,04:27:39
14773,44,M,01:51:59,04:27:39
14774,49,M,01:50:33,04:27:39
14775,27,W,01:56:34,04:27:39
14776,52,W,01:59:50,04:27:39
14777,45,M,01:41:23,04:27:40
14778,62,M,01:55:45,04:27:40
14779,52,M,01:58:30,04:27:40
14780,34,W,01:53:28,04:27:41
14781,47,M,01:51:52,04:27:41
14782,49,M,01:59:16,04:27:41
14783,38,W,01:59:16,04:27:42
14784,54,M,02:01:38,04:27:43
14785,53,M,01:56:50,04:27:43
14786,49,M,02:01:27,04:27:43
14787,24,M,01:48:06,04:27:43
14788,39,W,02:00:46,04:27:44
14789,46,M,01:57:40,04:27:44
14790,38,M,01:55:30,04:27:44
14791,43,M,02:01:06,04:27:45
14792,46,M,01:56:02,04:27:45
14793,35,W,01:59:10,04:27:45
14794,26,W,01:57:54,04:27:45
14795,48,W,02:00:16,04:27:46
14796,35,M,01:55:29,04:27:46
14797,26,W,01:57:40,04:27:47
14798,32,M,02:01:08,04:27:47
14799,35,M,02:01:25,04:27:47
14800,31,M,01:57:06,04:27:47
14801,48,M,01:56:53,04:27:48
14802,44,M,01:52:51,04:27:48
14803,30,M,01:59:53,04:27:48
14804,31,M,01:50:18,04:27:48
14805,28,W,01:50:53,04:27:48
14806,28,W,02:03:21,04:27:48
14807,28,W,01:56:06,04:27:48
14808,49,M,01:57:48,04:27:49
14809,54,M,01:55:51,04:27:50
14810,43,M,01:58:46,04:27:50
14811,39,M,02:02:01,04:27:50
14812,40,M,02:03:04,04:27:50
14813,38,M,01:48:05,04:27:50
14814,40,W,02:00:44,04:27:50
14815,35,M,01:58:27,04:27:50
14816,27,M,01:45:01,04:27:51
14817,52,M,02:07:29,04:27:51
14818,38,M,01:50:18,04:27:51
14819,49,M,01:51:48,04:27:51
14820,27,W,01:52:50,04:27:52
14821,33,W,01:52:54,04:27:52
14822,32,M,01:51:31,04:27:52
14823,47,M,01:56:19,04:27:52
14824,59,M,02:14:07,04:27:53
14825,24,M,01:56:25,04:27:53
14826,31,M,02:01:43,04:27:54
14827,32,M,01:53:26,04:27:54
14828,33,W,01:57:45,04:27:54
14829,27,M,01:57:40,04:27:55
14830,46,M,01:49:35,04:27:55
14831,33,W,01:55:09,04:27:55
14832,42,M,01:58:11,04:27:55
14833,50,M,02:07:56,04:27:56
14834,51,M,01:42:48,04:27:56
14835,54,M,01:55:09,04:27:56
14836,25,M,01:47:14,04:27:56
14837,47,M,02:00:48,04:27:57
14838,47,W,02:00:35,04:27:57
14839,41,W,02:01:20,04:27:57
14840,53,M,02:04:32,04:27:57
14841,26,M,01:59:57,04:27:58
14842,52,M,01:49:03,04:27:58
14843,27,W,02:03:20,04:27:58
14844,48,M,01:58:21,04:27:58
14845,45,M,02:02:47,04:27:58
14846,36,M,01:59:27,04:27:59
14847,39,M,02:00:32,04:27:59
14848,40,M,02:02:16,04:27:59
14849,41,M,01:53:31,04:27:59
14850,40,M,02:02:28,04:27:59
14851,36,M,01:57:49,04:27:59
14852,23,M,01:59:41,04:28:00
14853,26,W,01:53:20,04:28:00
14854,60,M,02:00:35,04:28:00
14855,49,M,01:50:31,04:28:00
14856,18,M,01:44:56,04:28:00
14857,49,M,01:57:20,04:28:01
14858,40,M,01:55:24,04:28:01
14859,25,M,01:44:44,04:28:01
14860,46,M,01:55:34,04:28:01
14861,42,M,01:57:45,04:28:02
14862,35,W,01:59:13,04:28:02
14863,46,M,01:58:49,04:28:02
14864,45,W,02:02:22,04:28:02
14865,24,M,01:43:52,04:28:02
14866,43,M,01:49:38,04:28:03
14867,26,M,01:56:44,04:28:03
14868,54,M,01:58:41,04:28:03
14869,34,M,02:00:10,04:28:03
14870,36,M,01:52:22,04:28:04
14871,64,M,01:57:47,04:28:04
14872,43,M,01:44:57,04:28:04
14873,44,M,01:47:42,04:28:05
14874,42,W,01:50:43,04:28:05
14875,45,M,02:01:52,04:28:06
14876,32,M,01:49:15,04:28:06
14877,49,M,02:05:45,04:28:06
14878,44,W,01:57:45,04:28:06
14879,40,W,01:53:50,04:28:07
14880,33,M,01:46:53,04:28:07
14881,55,M,02:07:43,04:28:07
14882,33,W,01:55:17,04:28:07
14883,24,W,01:56:32,04:28:07
14884,43,M,01:56:08,04:28:08
14885,42,W,02:01:00,04:28:08
14886,31,M,01:50:19,04:28:08
14887,57,M,02:03:51,04:28:08
14888,46,W,01:59:55,04:28:08
14889,37,W,01:56:00,04:28:09
14890,56,M,01:56:22,04:28:10
14891,27,M,01:56:05,04:28:10
14892,35,M,02:05:46,04:28:10
14893,51,W,01:58:33,04:28:11
14894,48,W,01:54:59,04:28:11
14895,30,W,02:02:37,04:28:11
14896,38,M,01:55:57,04:28:12
14897,37,M,01:58:06,04:28:12
14898,56,M,02:04:33,04:28:13
14899,29,M,01:54:10,04:28:13
14900,41,W,01:59:07,04:28:13
14901,32,M,01:57:01,04:28:13
14902,38,M,01:50:54,04:28:14
14903,44,M,02:13:35,04:28:14
14904,39,W,01:59:17,04:28:14
14905,36,W,01:46:35,04:28:14
14906,42,M,01:47:53,04:28:15
14907,50,W,02:01:37,04:28:15
14908,23,M,01:54:05,04:28:15
14909,37,W,02:01:17,04:28:15
14910,31,W,02:01:26,04:28:16
14911,37,M,01:54:36,04:28:16
14912,48,M,01:54:52,04:28:17
14913,30,M,01:57:08,04:28:17
14914,31,M,01:59:17,04:28:17
14915,25,M,01:56:49,04:28:17
14916,45,W,01:59:04,04:28:17
14917,45,M,02:00:43,04:28:17
14918,31,W,01:56:56,04:28:18
14919,29,M,01:53:59,04:28:18
14920,29,W,01:55:15,04:28:18
14921,49,M,02:00:09,04:28:18
14922,44,W,02:02:35,04:28:18
14923,44,M,02:06:22,04:28:18
14924,22,M,01:59:23,04:28:19
14925,44,M,01:53:49,04:28:19
14926,39,W,01:59:51,04:28:19
14927,36,M,01:54:12,04:28:19
14928,40,W,02:01:51,04:28:19
14929,45,W,02:07:01,04:28:19
14930,31,M,01:46:23,04:28:19
14931,40,M,01:50:17,04:28:20
14932,38,W,02:04:18,04:28:20
14933,45,W,02:01:02,04:28:20
14934,53,M,01:55:28,04:28:20
14935,45,W,02:01:18,04:28:20
14936,24,M,01:47:05,04:28:20
14937,54,M,01:55:39,04:28:20
14938,36,M,02:04:01,04:28:21
14939,19,M,01:54:43,04:28:21
14940,38,M,01:59:44,04:28:21
14941,55,M,01:54:20,04:28:22
14942,41,M,01:57:17,04:28:22
14943,51,M,01:50:34,04:28:23
14944,44,M,01:53:51,04:28:23
14945,56,M,01:57:11,04:28:23
14946,46,W,01:59:11,04:28:23
14947,43,M,02:13:25,04:28:23
14948,49,M,01:54:15,04:28:24
14949,43,M,01:59:57,04:28:25
14950,46,M,01:46:21,04:28:26
14951,30,W,01:56:16,04:28:26
14952,35,M,01:57:59,04:28:26
14953,67,M,02:09:01,04:28:26
14954,45,W,02:00:56,04:28:26
14955,38,M,01:52:39,04:28:27
14956,41,M,02:07:22,04:28:28
14957,49,M,01:58:44,04:28:29
14958,48,M,01:59:27,04:28:29
14959,38,M,02:01:13,04:28:29
14960,48,M,01:58:00,04:28:29
14961,51,M,01:55:00,04:28:29
14962,56,M,02:06:09,04:28:30
14963,31,M,02:13:26,04:28:30
14964,52,W,02:00:21,04:28:30
14965,52,M,01:58:33,04:28:30
14966,50,W,01:58:11,04:28:31
14967,32,M,02:10:49,04:28:31
14968,54,M,01:57:51,04:28:32
14969,43,W,01:54:56,04:28:32
14970,38,M,02:07:53,04:28:32
14971,34,M,01:53:44,04:28:33
14972,34,M,01:50:19,04:28:33
14973,62,M,01:58:20,04:28:33
14974,32,M,01:53:43,04:28:33
14975,70,M,01:50:55,04:28:34
14976,57,M,02:04:41,04:28:34
14977,52,W,01:54:13,04:28:34
14978,28,M,01:52:52,04:28:34
14979,46,M,01:59:06,04:28:35
14980,39,M,02:06:00,04:28:35
14981,43,M,01:53:42,04:28:35
14982,57,M,01:53:56,04:28:35
14983,38,M,01:55:19,04:28:35
14984,31,W,01:53:58,04:28:35
14985,35,W,01:58:22,04:28:35
14986,41,M,01:55:40,04:28:36
14987,44,M,01:51:38,04:28:36
14988,40,M,01:53:08,04:28:36
14989,23,W,01:56:03,04:28:36
14990,49,M,02:00:38,04:28:37
14991,40,M,01:50:58,04:28:37
14992,33,M,01:49:12,04:28:37
14993,47,W,02:02:10,04:28:37
14994,50,M,01:58:49,04:28:38
14995,37,W,01:59:21,04:28:38
14996,50,M,01:51:27,04:28:38
14997,40,M,01:51:07,04:28:39
14998,53,M,02:03:16,04:28:39
14999,29,M,01:59:09,04:28:40
15000,51,M,02:04:32,04:28:40
15001,35,W,01:52:49,04:28:40
15002,38,M,02:08:15,04:28:40
15003,42,M,02:10:40,04:28:40
15004,49,M,01:56:49,04:28:41
15005,36,M,01:57:07,04:28:41
15006,47,M,02:02:15,04:28:41
15007,76,W,01:59:42,04:28:41
15008,52,M,02:01:50,04:28:41
15009,26,M,01:59:59,04:28:41
15010,43,M,01:58:06,04:28:42
15011,51,W,02:00:05,04:28:42
15012,23,M,01:59:17,04:28:42
15013,44,M,01:51:02,04:28:43
15014,41,W,02:02:38,04:28:43
15015,41,M,01:50:31,04:28:43
15016,45,M,01:56:45,04:28:43
15017,44,M,02:01:10,04:28:43
15018,50,M,01:53:15,04:28:43
15019,62,M,01:57:55,04:28:44
15020,40,M,02:00:12,04:28:44
15021,28,M,01:54:39,04:28:45
15022,39,W,01:56:48,04:28:46
15023,39,M,01:53:20,04:28:46
15024,52,M,01:57:17,04:28:46
15025,26,W,02:00:17,04:28:46
15026,28,W,01:54:47,04:28:46
15027,46,M,01:58:22,04:28:46
15028,34,W,01:59:59,04:28:46
15029,44,M,02:02:26,04:28:46
15030,30,M,01:57:41,04:28:47
15031,41,W,01:54:56,04:28:47
15032,23,W,01:52:27,04:28:48
15033,50,M,01:56:36,04:28:48
15034,43,M,02:01:47,04:28:48
15035,40,M,01:53:08,04:28:48
15036,27,M,01:56:14,04:28:49
15037,46,W,01:54:59,04:28:49
15038,39,M,01:57:40,04:28:50
15039,41,M,01:52:35,04:28:51
15040,29,W,01:56:30,04:28:51
15041,29,W,01:49:43,04:28:52
15042,33,W,01:56:34,04:28:52
15043,29,W,02:05:40,04:28:52
15044,52,M,01:55:51,04:28:53
15045,31,W,01:54:51,04:28:53
15046,36,M,01:57:03,04:28:54
15047,46,M,01:59:37,04:28:54
15048,46,M,02:03:41,04:28:54
15049,36,M,01:55:47,04:28:55
15050,27,W,01:51:06,04:28:55
15051,30,M,02:06:56,04:28:55
15052,48,M,02:00:33,04:28:55
15053,25,W,02:00:06,04:28:56
15054,42,M,01:55:58,04:28:56
15055,27,W,01:59:13,04:28:56
15056,49,M,01:57:42,04:28:56
15057,45,W,02:01:26,04:28:56
15058,34,M,01:52:28,04:28:57
15059,37,M,01:52:15,04:28:57
15060,49,M,02:02:32,04:28:57
15061,35,W,02:00:45,04:28:57
15062,33,W,02:01:29,04:28:57
15063,23,W,01:51:07,04:28:57
15064,32,M,02:00:03,04:28:57
15065,40,M,01:52:10,04:28:58
15066,46,W,01:56:46,04:28:58
15067,51,M,01:54:35,04:28:59
15068,58,M,02:02:52,04:28:59
15069,33,W,01:51:36,04:29:00
15070,32,M,01:52:40,04:29:00
15071,46,W,01:56:47,04:29:00
15072,63,M,02:02:54,04:29:00
15073,39,M,01:56:19,04:29:00
15074,41,M,01:47:01,04:29:00
15075,37,W,02:01:02,04:29:01
15076,28,W,01:59:14,04:29:01
15077,43,M,01:46:21,04:29:01
15078,31,M,01:58:41,04:29:01
15079,59,W,01:59:47,04:29:02
15080,27,W,02:02:54,04:29:02
15081,42,M,02:09:08,04:29:02
15082,22,W,01:57:20,04:29:03
15083,55,M,02:04:30,04:29:03
15084,41,W,02:04:01,04:29:03
15085,52,M,01:54:45,04:29:03
15086,45,W,01:51:35,04:29:04
15087,50,W,01:55:08,04:29:04
15088,41,M,01:44:49,04:29:04
15089,58,M,01:57:42,04:29:04
15090,17,M,01:43:53,04:29:05
15091,33,M,01:50:31,04:29:06
15092,23,M,01:49:59,04:29:06
15093,28,W,02:05:22,04:29:06
15094,56,W,01:57:20,04:29:06
15095,50,M,01:58:05,04:29:07
15096,40,M,01:45:34,04:29:08
15097,34,M,02:06:24,04:29:08
15098,32,W,01:43:42,04:29:08
15099,43,M,01:58:06,04:29:09
15100,45,W,01:57:06,04:29:09
15101,54,M,01:52:11,04:29:09
15102,49,M,02:12:58,04:29:09
15103,34,M,01:59:09,04:29:09
15104,52,M,01:56:53,04:29:10
15105,40,M,01:41:01,04:29:10
15106,25,M,01:51:12,04:29:10
15107,41,W,02:04:55,04:29:11
15108,50,M,02:04:46,04:29:12
15109,31,W,01:53:09,04:29:12
15110,29,M,01:54:39,04:29:12
15111,38,M,01:59:47,04:29:13
15112,38,M,02:00:30,04:29:13
15113,26,W,01:52:25,04:29:13
15114,46,M,02:00:53,04:29:13
15115,29,W,02:02:55,04:29:13
15116,27,W,01:55:20,04:29:13
15117,25,M,01:58:08,04:29:14
15118,25,M,02:00:32,04:29:14
15119,40,M,01:54:52,04:29:14
15120,32,M,01:51:44,04:29:14
15121,39,M,01:56:33,04:29:14
15122,56,M,02:00:38,04:29:14
15123,53,M,02:00:00,04:29:14
15124,36,M,02:00:41,04:29:15
15125,57,M,01:46:48,04:29:15
15126,30,M,01:58:10,04:29:15
15127,30,M,01:56:20,04:29:15
15128,42,M,01:59:53,04:29:16
15129,25,M,02:04:57,04:29:16
15130,29,W,01:58:02,04:29:17
15131,28,M,01:45:46,04:29:18
15132,32,M,02:04:35,04:29:18
15133,54,W,01:56:01,04:29:18
15134,27,M,01:53:58,04:29:18
15135,32,M,02:13:10,04:29:19
15136,35,W,01:51:07,04:29:19
15137,32,W,01:58:05,04:29:19
15138,33,W,02:01:13,04:29:20
15139,30,M,01:59:27,04:29:20
15140,45,M,01:55:53,04:29:20
15141,34,M,01:59:04,04:29:20
15142,31,M,01:48:58,04:29:20
15143,32,M,01:53:39,04:29:20
15144,39,M,01:56:35,04:29:20
15145,41,M,02:00:37,04:29:21
15146,39,M,02:06:54,04:29:22
15147,33,M,01:50:30,04:29:22
15148,49,M,02:01:05,04:29:22
15149,45,W,01:56:58,04:29:23
15150,53,M,02:00:12,04:29:23
15151,30,M,01:57:20,04:29:24
15152,25,M,01:44:39,04:29:24
15153,34,M,01:46:11,04:29:25
15154,54,M,01:56:40,04:29:25
15155,54,M,01:56:25,04:29:25
15156,43,W,01:58:07,04:29:25
15157,60,M,01:51:45,04:29:25
15158,52,M,02:01:40,04:29:25
15159,60,M,02:05:37,04:29:26
15160,36,W,01:57:09,04:29:26
15161,34,M,02:08:50,04:29:26
15162,38,M,02:03:00,04:29:26
15163,32,M,02:09:03,04:29:26
15164,43,W,01:58:10,04:29:27
15165,25,W,01:58:51,04:29:27
15166,29,M,01:53:35,04:29:28
15167,43,M,02:00:05,04:29:29
15168,30,W,01:57:22,04:29:29
15169,47,M,01:52:26,04:29:30
15170,48,M,01:59:48,04:29:30
15171,49,M,01:53:51,04:29:30
15172,50,M,02:05:35,04:29:30
15173,44,M,02:06:34,04:29:30
15174,42,M,01:55:55,04:29:30
15175,32,W,02:03:21,04:29:31
15176,28,W,01:58:28,04:29:31
15177,42,M,01:59:39,04:29:32
15178,21,W,02:00:21,04:29:32
15179,31,M,02:02:39,04:29:32
15180,44,W,01:58:22,04:29:34
15181,36,W,01:59:34,04:29:35
15182,33,M,01:46:51,04:29:35
15183,30,M,02:03:50,04:29:35
15184,42,M,01:46:09,04:29:35
15185,49,W,01:55:24,04:29:36
15186,28,M,01:55:40,04:29:36
15187,28,W,02:01:10,04:29:36
15188,22,M,01:48:24,04:29:36
15189,47,M,02:00:55,04:29:36
15190,32,M,01:58:34,04:29:37
15191,49,M,02:01:38,04:29:37
15192,47,M,01:51:20,04:29:37
15193,32,M,01:53:49,04:29:38
15194,39,M,01:53:48,04:29:38
15195,42,M,01:52:05,04:29:38
15196,46,M,01:53:51,04:29:39
15197,42,M,02:05:39,04:29:39
15198,28,M,01:49:52,04:29:39
15199,33,M,01:47:22,04:29:39
15200,38,M,02:00:19,04:29:39
15201,45,M,02:02:23,04:29:40
15202,29,W,02:00:22,04:29:40
15203,36,M,01:55:58,04:29:40
15204,45,M,01:51:07,04:29:41
15205,48,W,02:00:20,04:29:41
15206,23,M,01:53:10,04:29:41
15207,26,M,01:56:32,04:29:41
15208,41,M,01:57:21,04:29:42
15209,50,M,01:56:30,04:29:43
15210,33,M,01:48:08,04:29:44
15211,33,M,01:52:08,04:29:44
15212,30,M,01:47:56,04:29:44
15213,35,M,02:12:16,04:29:45
15214,49,W,01:58:56,04:29:45
15215,43,M,01:56:43,04:29:45
15216,27,W,01:53:54,04:29:45
15217,48,M,01:56:43,04:29:45
15218,28,W,01:56:41,04:29:46
15219,24,W,02:00:02,04:29:47
15220,35,M,02:05:57,04:29:47
15221,39,M,02:11:52,04:29:47
15222,28,M,01:52:18,04:29:49
15223,39,M,02:00:38,04:29:49
15224,30,W,01:53:01,04:29:49
15225,41,M,01:58:15,04:29:49
15226,37,M,01:57:21,04:29:50
15227,53,M,02:02:01,04:29:51
15228,26,W,01:59:06,04:29:51
15229,44,M,01:53:33,04:29:51
15230,47,M,01:48:23,04:29:51
15231,34,W,02:01:21,04:29:51
15232,44,M,01:51:10,04:29:52
15233,54,W,01:57:19,04:29:52
15234,40,M,01:51:25,04:29:53
15235,33,M,01:51:37,04:29:53
15236,54,M,01:54:05,04:29:53
15237,38,M,01:57:13,04:29:53
15238,36,M,01:55:00,04:29:54
15239,43,M,01:53:55,04:29:54
15240,39,M,01:57:10,04:29:55
15241,39,M,01:53:08,04:29:55
15242,32,M,01:56:47,04:29:55
15243,49,M,01:58:29,04:29:56
15244,57,M,01:51:11,04:29:56
15245,33,M,01:55:41,04:29:57
15246,53,M,01:52:49,04:29:58
15247,52,M,01:59:07,04:29:58
15248,35,M,01:57:24,04:29:58
15249,35,M,01:56:13,04:29:58
15250,40,W,01:55:59,04:29:59
15251,60,M,01:53:23,04:29:59
15252,32,M,01:54:14,04:29:59
15253,30,M,01:48:18,04:29:59
15254,43,M,01:53:18,04:29:59
15255,47,M,01:53:36,04:29:59
15256,44,M,01:58:59,04:30:00
15257,43,W,02:00:30,04:30:01
